RC_ID,H3_count,Retail_N,Area_km2
RC_EW_3708,11,68,0.02166967
RC_EW_3709,7,10,0.013803684
RC_EW_2722,4,22,0.007807312
RC_EW_3710,5,12,0.00987591
RC_EW_2724,4,17,0.007808906
RC_EW_4699,46,67,0.088570001
RC_EW_3713,5,11,0.009884184
RC_EW_2727,7,43,0.013651297
RC_EW_3715,21,105,0.04138567
RC_EW_4701,7,30,0.013522597
RC_EW_3717,7,26,0.013814547
RC_EW_2730,10,56,0.019514596
RC_EW_2731,15,68,0.029275127
RC_EW_2732,4,20,0.007809005
RC_EW_2733,9,39,0.017569909
RC_EW_2734,10,47,0.019531458
RC_EW_2735,16,61,0.031207157
RC_EW_2736,6,18,0.011721757
RC_EW_2737,7,45,0.013665977
RC_EW_2738,21,68,0.040936497
RC_EW_4711,11,26,0.02117813
RC_EW_274,4,21,0.007645852
RC_EW_3728,4,25,0.00792739
RC_EW_2741,7,24,0.013667474
RC_EW_2742,4,18,0.007806663
RC_EW_2743,74,22,0.143790433
RC_EW_2744,8,34,0.015608158
RC_EW_2745,6,26,0.011713623
RC_EW_4719,10,36,0.019371542
RC_EW_2747,4,20,0.007808846
RC_EW_2748,14,17,0.027284005
RC_EW_2749,11,37,0.021444737
RC_EW_275,10,36,0.019123965
RC_EW_3738,76,15,0.148938117
RC_EW_3739,10,41,0.019710266
RC_EW_2752,5,30,0.009762869
RC_EW_2753,6,34,0.011694628
RC_EW_2754,6,42,0.011716999
RC_EW_3742,10,53,0.01973823
RC_EW_3743,56,20,0.110114105
RC_EW_5714,11,80,0.020601982
RC_EW_2758,7,29,0.013683728
RC_EW_2759,8,20,0.015630041
RC_EW_4732,7,22,0.013596271
RC_EW_2760,6,16,0.011706447
RC_EW_2761,5,19,0.009759288
RC_EW_2762,11,37,0.021493741
RC_EW_2763,20,43,0.039002081
RC_EW_2764,5,30,0.009776075
RC_EW_2765,9,55,0.017570788
RC_EW_2766,5,16,0.009765238
RC_EW_474,11,85,0.021048037
RC_EW_2768,3,20,0.005864332
RC_EW_2769,7,32,0.013673786
RC_EW_277,145,23,0.27623627
RC_EW_2770,4,26,0.007821039
RC_EW_4744,6,20,0.011689765
RC_EW_376,8,22,0.01525365
RC_EW_2773,4,25,0.007818662
RC_EW_3761,8,2,0.015803221
RC_EW_2775,7,23,0.013671933
RC_EW_3763,8,16,0.015791137
RC_EW_2777,8,18,0.015610848
RC_EW_3765,11,42,0.021722123
RC_EW_2779,3,22,0.00586841
RC_EW_4752,2,31,0.003899302
RC_EW_2780,15,19,0.029242902
RC_EW_3769,28,13,0.055449049
RC_EW_2782,12,22,0.023412423
RC_EW_2783,4,10,0.007821415
RC_EW_2784,7,22,0.013648009
RC_EW_3772,2,18,0.003976651
RC_EW_2786,3,27,0.005853565
RC_EW_2787,2,22,0.003904476
RC_EW_4760,4,13,0.007799161
RC_EW_2789,4,19,0.007807246
RC_EW_279,4,15,0.007657065
RC_EW_3778,7,12,0.013911449
RC_EW_2791,38,16,0.073899226
RC_EW_378,4,20,0.007637499
RC_EW_3780,9,27,0.017899367
RC_EW_5751,19,0,0.035424562
RC_EW_2795,9,27,0.017532783
RC_EW_2796,6,19,0.011703196
RC_EW_3784,5,13,0.009922744
RC_EW_2798,17,25,0.033057054
RC_EW_2799,5,25,0.009753467
RC_EW_28,40,51,0.082762523
RC_EW_280,39,54,0.074470282
RC_EW_2800,6,19,0.011687894
RC_EW_2801,2,16,0.003904909
RC_EW_2802,13,70,0.025338547
RC_EW_2803,4,22,0.007798484
RC_EW_3792,5,10,0.009928387
RC_EW_2805,98,10,0.190415855
RC_EW_2806,21,67,0.040900628
RC_EW_3795,19,107,0.037629586
RC_EW_3796,3,10,0.005966243
RC_EW_4782,12,20,0.023199786
RC_EW_5768,7,31,0.013110781
RC_EW_2810,4,16,0.007807208
RC_EW_2811,3,20,0.005859844
RC_EW_2812,63,28,0.122479154
RC_EW_4787,13,23,0.025084734
RC_EW_3801,3,0,0.005963521
RC_EW_3802,15,26,0.029754606
RC_EW_2816,3,18,0.00585867
RC_EW_2817,5,19,0.009761516
RC_EW_2818,5,21,0.009758993
RC_EW_4792,5,15,0.009671892
RC_EW_3807,10,53,0.01992879
RC_EW_2820,36,69,0.070022052
RC_EW_3809,10,38,0.01991926
RC_EW_2822,3,16,0.005862197
RC_EW_2823,5,36,0.009756229
RC_EW_4798,29,117,0.055923539
RC_EW_2825,6,44,0.011706302
RC_EW_2826,8,56,0.015613134
RC_EW_2827,6,63,0.011707635
RC_EW_3815,8,60,0.015964567
RC_EW_283,15,30,0.02866156
RC_EW_3817,8,39,0.015920451
RC_EW_3818,6,16,0.011887397
RC_EW_3819,4,33,0.007932468
RC_EW_382,3,15,0.005727306
RC_EW_3820,10,33,0.019821587
RC_EW_2835,19,51,0.037085777
RC_EW_2836,4,15,0.007822253
RC_EW_2837,4,17,0.007828457
RC_EW_2838,15,19,0.029297313
RC_EW_2839,11,29,0.02150209
RC_EW_284,21,25,0.040176043
RC_EW_3827,17,41,0.033640815
RC_EW_2841,3,15,0.005873548
RC_EW_2842,19,21,0.036874398
RC_EW_2843,25,65,0.048506207
RC_EW_4816,6,43,0.01168451
RC_EW_2845,10,9,0.019420143
RC_EW_2846,6,15,0.011662684
RC_EW_2847,54,81,0.104794785
RC_EW_482,3,16,0.005766287
RC_EW_2849,8,18,0.015533694
RC_EW_285,126,14,0.240248879
RC_EW_3837,7,23,0.013861996
RC_EW_3838,70,8,0.138384525
RC_EW_2852,5,10,0.009725422
RC_EW_2853,122,11,0.23626701
RC_EW_2854,36,12,0.069774676
RC_EW_2855,20,32,0.038759744
RC_EW_2856,3,12,0.005835138
RC_EW_2857,17,31,0.033004168
RC_EW_3844,7,12,0.013858159
RC_EW_3845,7,27,0.013884073
RC_EW_286,4,19,0.00766293
RC_EW_2860,5,13,0.009718708
RC_EW_3848,17,42,0.033573744
RC_EW_2862,4,21,0.00779805
RC_EW_2863,5,20,0.009746588
RC_EW_2864,6,44,0.011687404
RC_EW_4837,4,9,0.007787726
RC_EW_2866,3,19,0.005854513
RC_EW_3853,86,9,0.169723847
RC_EW_2868,3,18,0.00585448
RC_EW_2869,91,12,0.176621517
RC_EW_287,9,47,0.017169645
RC_EW_3857,4,8,0.00792241
RC_EW_2871,2,20,0.003901636
RC_EW_2872,4,15,0.007797526
RC_EW_2873,80,114,0.155131626
RC_EW_2874,5,16,0.009734404
RC_EW_2875,13,28,0.025250828
RC_EW_4848,13,53,0.02530974
RC_EW_2877,6,24,0.011654237
RC_EW_2878,5,14,0.009719106
RC_EW_3865,8,0,0.015877986
RC_EW_288,7,30,0.013372016
RC_EW_2880,13,34,0.025415715
RC_EW_3868,7,15,0.013882481
RC_EW_3869,3,19,0.005962284
RC_EW_2883,10,66,0.019547083
RC_EW_2884,18,50,0.035158859
RC_EW_2885,2,31,0.003918838
RC_EW_2886,6,23,0.011746443
RC_EW_2887,13,73,0.025401602
RC_EW_3874,10,15,0.019963461
RC_EW_4860,10,59,0.01951072
RC_EW_289,4,19,0.007652649
RC_EW_2890,5,44,0.009799245
RC_EW_2891,16,73,0.031357147
RC_EW_4864,17,11,0.032925587
RC_EW_2894,14,33,0.027455089
RC_EW_2895,5,13,0.009824264
RC_EW_3881,10,62,0.019931336
RC_EW_2897,2,22,0.003932231
RC_EW_2898,92,12,0.179874273
RC_EW_2899,8,0,0.015587125
RC_EW_4870,15,15,0.029131558
RC_EW_290,52,9,0.099041309
RC_EW_2900,8,15,0.015612549
RC_EW_2901,2,0,0.003909304
RC_EW_4874,6,35,0.011650326
RC_EW_2903,19,27,0.037023319
RC_EW_2904,6,16,0.011719407
RC_EW_3891,9,66,0.018003282
RC_EW_2906,11,28,0.021492723
RC_EW_2907,46,118,0.08938257
RC_EW_3894,3,11,0.00600606
RC_EW_4880,27,10,0.052485468
RC_EW_3896,100,44,0.199545868
RC_EW_2910,12,22,0.023337931
RC_EW_4883,22,49,0.0427482
RC_EW_3899,11,70,0.021993976
RC_EW_4885,13,17,0.025289596
RC_EW_2914,3,40,0.005886723
RC_EW_2915,2,44,0.003925897
RC_EW_2916,28,108,0.054713943
RC_EW_2917,4,33,0.007843427
RC_EW_2918,9,56,0.017574254
RC_EW_2919,6,15,0.011710891
RC_EW_292,6,17,0.011457996
RC_EW_3906,2,17,0.004007187
RC_EW_3907,4,18,0.008014334
RC_EW_3908,18,41,0.035966199
RC_EW_3909,4,13,0.007991121
RC_EW_4896,9,16,0.017603095
RC_EW_2925,9,71,0.017702602
RC_EW_2926,6,29,0.011808899
RC_EW_2927,32,86,0.06312436
RC_EW_3913,16,105,0.032120583
RC_EW_3914,66,12,0.131748686
RC_EW_293,12,27,0.022900939
RC_EW_2930,11,15,0.021554523
RC_EW_2931,13,16,0.025476074
RC_EW_2932,42,5,0.082244016
RC_EW_2933,20,21,0.039211694
RC_EW_392,5,16,0.009574982
RC_EW_2935,19,47,0.037285945
RC_EW_2936,36,12,0.070603223
RC_EW_2937,9,10,0.017648651
RC_EW_3923,12,78,0.024037117
RC_EW_3924,15,35,0.029963009
RC_EW_5897,1,22,0.002013933
RC_EW_2940,46,103,0.090304192
RC_EW_2941,4,16,0.007868788
RC_EW_4913,91,15,0.176506409
RC_EW_2943,33,64,0.064868554
RC_EW_2944,7,25,0.013798245
RC_EW_2945,21,100,0.041267035
RC_EW_2946,7,19,0.013779059
RC_EW_2947,7,11,0.013755845
RC_EW_3933,12,17,0.023694855
RC_EW_2949,9,45,0.017405632
RC_EW_295,2,35,0.003833956
RC_EW_2950,36,33,0.069424312
RC_EW_2951,7,37,0.013546968
RC_EW_2952,5,22,0.009679742
RC_EW_591,12,52,0.023113369
RC_EW_2954,7,46,0.013540608
RC_EW_3940,3,11,0.005914278
RC_EW_2956,7,29,0.013535603
RC_EW_2957,3,25,0.005809377
RC_EW_2958,11,47,0.021252027
RC_EW_2959,34,16,0.065561742
RC_EW_296,4,21,0.007661388
RC_EW_2960,123,25,0.23724077
RC_EW_4932,3,25,0.005870467
RC_EW_2962,11,58,0.021276494
RC_EW_4934,7,47,0.013689082
RC_EW_2964,4,19,0.00773959
RC_EW_3950,5,32,0.009872918
RC_EW_2966,29,59,0.055987086
RC_EW_3952,25,75,0.049258356
RC_EW_2968,5,13,0.009677906
RC_EW_3954,9,62,0.017797325
RC_EW_3955,9,20,0.017779639
RC_EW_2970,8,13,0.01545333
RC_EW_2971,69,19,0.132976448
RC_EW_2972,4,11,0.007732813
RC_EW_2973,19,23,0.036729608
RC_EW_396,39,71,0.074402406
RC_EW_2975,5,15,0.009686871
RC_EW_2976,16,72,0.030946194
RC_EW_4948,2,8,0.003911963
RC_EW_2978,5,16,0.009676411
RC_EW_3964,4,23,0.007925654
RC_EW_298,5,31,0.009577493
RC_EW_2980,11,28,0.021294255
RC_EW_2981,7,15,0.013547166
RC_EW_5939,1,56,0.001944366
RC_EW_397,50,5,0.095382287
RC_EW_2984,4,15,0.007751929
RC_EW_2985,5,14,0.009677262
RC_EW_5942,1,16,0.001940476
RC_EW_4958,70,26,0.136794813
RC_EW_2988,9,12,0.017405007
RC_EW_2989,6,29,0.011618553
RC_EW_299,5,27,0.009573851
RC_EW_2990,9,29,0.017407527
RC_EW_2991,5,20,0.009655241
RC_EW_2992,4,28,0.007734208
RC_EW_2993,6,36,0.011599461
RC_EW_4965,7,29,0.013712631
RC_EW_2995,4,16,0.007732909
RC_EW_3983,3,12,0.005945141
RC_EW_2997,32,0,0.061913873
RC_EW_4969,43,108,0.084067749
RC_EW_2999,5,27,0.009711198
RC_EW_3,8,30,0.016780549
RC_EW_30,11,82,0.022962976
RC_EW_300,39,94,0.074409387
RC_EW_3000,4,10,0.007763582
RC_EW_3001,4,18,0.00777112
RC_EW_4975,38,9,0.074250421
RC_EW_3992,10,43,0.019701057
RC_EW_3004,16,21,0.03098953
RC_EW_3005,14,8,0.027120379
RC_EW_3995,3,11,0.005919879
RC_EW_498,55,45,0.105214987
RC_EW_3008,3,19,0.005830104
RC_EW_3009,12,70,0.023293498
RC_EW_4982,5,12,0.009804665
RC_EW_3010,5,16,0.009702942
RC_EW_3011,6,16,0.011657339
RC_EW_603,16,17,0.030751398
RC_EW_3013,4,17,0.007776656
RC_EW_4001,16,19,0.031584267
RC_EW_3015,13,87,0.025181002
RC_EW_4003,7,20,0.013819438
RC_EW_3017,3,12,0.005831717
RC_EW_3018,15,52,0.029075225
RC_EW_5318,3,19,0.005831137
RC_EW_4007,14,16,0.027641496
RC_EW_3020,9,24,0.017412317
RC_EW_4009,14,23,0.027646819
RC_EW_3022,5,17,0.009687469
RC_EW_3023,3,15,0.005823007
RC_EW_3024,4,30,0.007767623
RC_EW_3025,5,14,0.009649613
RC_EW_3026,7,16,0.013511533
RC_EW_3027,3,16,0.005795369
RC_EW_3028,6,16,0.011589806
RC_EW_4016,4,9,0.007901334
RC_EW_303,5,12,0.009568153
RC_EW_3030,7,19,0.01350741
RC_EW_4019,6,19,0.011890581
RC_EW_3032,4,15,0.007716349
RC_EW_4020,2,17,0.003971913
RC_EW_4021,6,25,0.011893808
RC_EW_3035,8,47,0.01543646
RC_EW_3036,5,20,0.009655955
RC_EW_3037,7,32,0.013504889
RC_EW_3038,8,53,0.015436918
RC_EW_4026,12,41,0.023888461
RC_EW_5010,6,16,0.011706524
RC_EW_3040,6,32,0.011582027
RC_EW_3041,8,44,0.015448818
RC_EW_3042,17,40,0.032786059
RC_EW_3043,4,11,0.007722428
RC_EW_3044,5,19,0.009654913
RC_EW_4032,11,23,0.022273051
RC_EW_4033,4,20,0.008122706
RC_EW_3047,7,26,0.013522483
RC_EW_4035,5,18,0.010153974
RC_EW_4036,9,49,0.018254386
RC_EW_305,4,15,0.00766834
RC_EW_3050,2,15,0.003861656
RC_EW_4039,27,6,0.054467666
RC_EW_404,40,20,0.076114617
RC_EW_5024,15,44,0.029198738
RC_EW_3054,21,53,0.040658707
RC_EW_3055,4,11,0.007758535
RC_EW_4043,8,35,0.016203215
RC_EW_4044,4,16,0.008110999
RC_EW_3058,4,23,0.007773809
RC_EW_3059,4,8,0.007772334
RC_EW_306,26,58,0.049622845
RC_EW_3060,4,33,0.007780494
RC_EW_3061,6,22,0.011641622
RC_EW_405,12,21,0.022868813
RC_EW_3063,6,16,0.011610209
RC_EW_4051,7,29,0.014192685
RC_EW_4052,9,13,0.018211149
RC_EW_657,12,45,0.023072459
RC_EW_5038,25,55,0.048630867
RC_EW_3068,5,32,0.009693144
RC_EW_3069,5,9,0.009690804
RC_EW_4057,2,17,0.004054225
RC_EW_661,4,25,0.007706372
RC_EW_3071,12,64,0.023254929
RC_EW_406,33,57,0.062833719
RC_EW_3073,10,38,0.019356612
RC_EW_4061,6,16,0.012192846
RC_EW_3075,11,71,0.021322181
RC_EW_3076,13,22,0.025265846
RC_EW_4064,10,45,0.020334546
RC_EW_3078,4,20,0.007795522
RC_EW_67,3,30,0.006197288
RC_EW_308,18,15,0.034304182
RC_EW_4068,10,51,0.020410387
RC_EW_4069,6,21,0.012269398
RC_EW_3082,53,19,0.102812495
RC_EW_5054,19,0,0.036955655
RC_EW_3084,12,39,0.023311083
RC_EW_5056,4,0,0.007787991
RC_EW_3413,2,0,0.003854926
RC_EW_3087,4,15,0.007786605
RC_EW_3088,3,21,0.00585159
RC_EW_3089,247,5,0.478049001
RC_EW_4077,15,84,0.030549302
RC_EW_4078,8,46,0.016325749
RC_EW_5062,4,4,0.007802289
RC_EW_3092,28,16,0.054267494
RC_EW_3093,4,28,0.007783581
RC_EW_5065,8,40,0.015562795
RC_EW_3095,11,20,0.021351867
RC_EW_5067,7,28,0.013627212
RC_EW_4084,11,74,0.022199873
RC_EW_3098,6,33,0.011667779
RC_EW_4086,4,27,0.008096863
RC_EW_4087,15,70,0.030142556
RC_EW_310,6,36,0.011461688
RC_EW_5072,10,45,0.01955218
RC_EW_693,5,28,0.009597491
RC_EW_4090,2,16,0.004047245
RC_EW_4091,104,6,0.209326304
RC_EW_3104,5,29,0.009734296
RC_EW_3105,2,21,0.003896431
RC_EW_4094,5,19,0.010093161
RC_EW_4095,6,40,0.012111213
RC_EW_3108,12,25,0.023314315
RC_EW_4097,13,73,0.026234304
RC_EW_4098,4,33,0.008073959
RC_EW_3110,10,19,0.019437814
RC_EW_41,12,73,0.024956873
RC_EW_410,2,22,0.003827841
RC_EW_4100,4,18,0.008095839
RC_EW_5086,22,83,0.043126825
RC_EW_4102,10,51,0.020248823
RC_EW_4103,3,21,0.006050639
RC_EW_3117,8,31,0.015472487
RC_EW_509,5,25,0.009586655
RC_EW_3119,34,43,0.065617453
RC_EW_5091,5,17,0.009859079
RC_EW_3120,7,18,0.013515959
RC_EW_3121,9,19,0.017392695
RC_EW_411,4,10,0.007645148
RC_EW_4110,4,15,0.00807542
RC_EW_715,5,53,0.009660961
RC_EW_3125,9,66,0.017428426
RC_EW_3126,7,25,0.01355066
RC_EW_3457,12,25,0.023930463
RC_EW_3128,4,20,0.007749777
RC_EW_4116,8,37,0.016117923
RC_EW_5100,5,13,0.00981919
RC_EW_5101,84,12,0.164247016
RC_EW_4119,4,19,0.008057338
RC_EW_3132,3,15,0.005814744
RC_EW_3133,6,17,0.01160545
RC_EW_5105,15,29,0.029360436
RC_EW_4122,4,10,0.008044536
RC_EW_3136,4,16,0.007740999
RC_EW_4124,5,16,0.010057986
RC_EW_4125,4,22,0.008057484
RC_EW_3139,8,30,0.015470343
RC_EW_4127,3,12,0.006036226
RC_EW_4128,3,29,0.006041797
RC_EW_5112,13,68,0.025122394
RC_EW_5113,56,100,0.107915766
RC_EW_5114,16,22,0.030894011
RC_EW_3144,29,28,0.055873925
RC_EW_4132,4,16,0.008096951
RC_EW_3146,11,24,0.021237835
RC_EW_4134,5,26,0.010115277
RC_EW_4135,7,43,0.014163115
RC_EW_4136,3,15,0.006075639
RC_EW_315,11,43,0.020980328
RC_EW_5121,20,21,0.038560158
RC_EW_3151,4,14,0.007728339
RC_EW_3152,4,15,0.007741509
RC_EW_3153,8,56,0.015460482
RC_EW_4141,100,16,0.202040533
RC_EW_3155,8,19,0.015449026
RC_EW_4143,2,21,0.004071488
RC_EW_3157,5,27,0.009670106
RC_EW_3158,5,20,0.009669832
RC_EW_513,16,16,0.030637765
RC_EW_316,5,21,0.009594962
RC_EW_3160,4,15,0.007736408
RC_EW_3161,34,67,0.06562629
RC_EW_415,5,11,0.009552281
RC_EW_3163,14,48,0.027041965
RC_EW_4151,13,59,0.026239906
RC_EW_3165,19,73,0.036704488
RC_EW_3166,11,21,0.021234531
RC_EW_3167,3,10,0.005802324
RC_EW_4155,5,25,0.010129697
RC_EW_514,17,21,0.0324971
RC_EW_317,6,22,0.011498251
RC_EW_5141,3,20,0.005827776
RC_EW_3171,18,72,0.034778376
RC_EW_5143,3,10,0.005825901
RC_EW_5144,10,11,0.019368386
RC_EW_5145,13,17,0.025162059
RC_EW_4162,8,27,0.016299766
RC_EW_3176,30,56,0.057931494
RC_EW_5148,4,4,0.007764873
RC_EW_4165,9,16,0.018345362
RC_EW_3179,4,17,0.007740072
RC_EW_318,59,60,0.112818575
RC_EW_4168,6,22,0.012278991
RC_EW_4169,6,33,0.01228792
RC_EW_3182,2,16,0.003871898
RC_EW_4170,9,47,0.018286389
RC_EW_4171,22,66,0.0446384
RC_EW_5156,46,25,0.0889936
RC_EW_3186,6,37,0.011614965
RC_EW_3187,6,34,0.011614009
RC_EW_4175,8,28,0.016364521
RC_EW_78,3,20,0.006165748
RC_EW_4177,13,66,0.026624934
RC_EW_4178,4,23,0.008186966
RC_EW_4179,4,26,0.00819225
RC_EW_3192,11,57,0.021270266
RC_EW_3193,4,16,0.007749793
RC_EW_3194,9,26,0.017390413
RC_EW_3195,15,68,0.029019918
RC_EW_3196,10,37,0.019332033
RC_EW_3197,5,21,0.009665843
RC_EW_3198,5,27,0.009667026
RC_EW_4186,3,22,0.006148074
RC_EW_32,2,16,0.00419201
RC_EW_320,7,33,0.013418559
RC_EW_3200,4,16,0.007744764
RC_EW_419,20,15,0.038128786
RC_EW_794,8,43,0.01526359
RC_EW_3203,25,48,0.048206234
RC_EW_4192,3,9,0.00615386
RC_EW_5177,16,40,0.030984452
RC_EW_3206,3,14,0.005806422
RC_EW_3207,16,69,0.03094899
RC_EW_3208,5,16,0.009684227
RC_EW_4197,10,22,0.0204426
RC_EW_321,4,11,0.007671991
RC_EW_4199,10,58,0.020484576
RC_EW_3211,22,45,0.042499517
RC_EW_3212,4,16,0.007753314
RC_EW_4200,52,24,0.106123576
RC_EW_3214,6,17,0.011609176
RC_EW_5187,31,39,0.060028082
RC_EW_4203,4,34,0.008053895
RC_EW_3217,21,34,0.040570507
RC_EW_3548,58,16,0.115545295
RC_EW_3219,12,35,0.023216355
RC_EW_322,10,17,0.019155796
RC_EW_5192,19,36,0.036739674
RC_EW_3221,10,39,0.019347127
RC_EW_3222,6,20,0.011607371
RC_EW_4210,21,106,0.042302391
RC_EW_5196,14,42,0.027060979
RC_EW_3225,5,48,0.00968631
RC_EW_817,10,42,0.019072708
RC_EW_3227,2,12,0.003877912
RC_EW_4215,6,24,0.012044763
RC_EW_4216,7,26,0.01404241
RC_EW_323,16,36,0.03064323
RC_EW_4218,10,59,0.020073146
RC_EW_4219,22,40,0.044111945
RC_EW_422,49,54,0.093740012
RC_EW_5204,14,49,0.027095096
RC_EW_3234,7,0,0.013554166
RC_EW_3235,22,88,0.042502059
RC_EW_3236,4,20,0.00774143
RC_EW_828,6,10,0.011450939
RC_EW_3238,42,56,0.080901517
RC_EW_83,2,16,0.003761382
RC_EW_324,86,34,0.164313733
RC_EW_3240,3,16,0.005803706
RC_EW_3241,18,81,0.034785143
RC_EW_3242,4,19,0.007736431
RC_EW_5214,17,28,0.032907966
RC_EW_4231,5,19,0.010103639
RC_EW_4232,24,53,0.048382254
RC_EW_3246,3,21,0.005806419
RC_EW_3247,4,11,0.007728895
RC_EW_4235,2,20,0.00404562
RC_EW_3249,6,38,0.011608594
RC_EW_840,31,0,0.05887683
RC_EW_841,64,2,0.121476746
RC_EW_4239,57,8,0.114942537
RC_EW_3252,4,21,0.007734654
RC_EW_3253,5,39,0.009664415
RC_EW_845,8,42,0.015328606
RC_EW_5226,7,37,0.013562755
RC_EW_3256,8,25,0.015474672
RC_EW_3257,6,44,0.011610517
RC_EW_4245,3,22,0.006053088
RC_EW_3259,8,30,0.015458136
RC_EW_326,49,85,0.093674167
RC_EW_4248,5,0,0.010132438
RC_EW_4249,4,22,0.007810664
RC_EW_3262,3,18,0.005803367
RC_EW_3263,9,46,0.017403531
RC_EW_4251,75,19,0.145776035
RC_EW_4252,5,25,0.00975645
RC_EW_3266,3,19,0.005807243
RC_EW_3267,13,62,0.025148549
RC_EW_4255,11,36,0.021468051
RC_EW_3269,11,37,0.02126428
RC_EW_5240,7,32,0.013574325
RC_EW_3270,6,12,0.011596865
RC_EW_3271,7,18,0.01353832
RC_EW_863,10,15,0.019118929
RC_EW_4260,15,65,0.029265201
RC_EW_4261,14,41,0.027262452
RC_EW_3275,4,11,0.007748342
RC_EW_4263,9,18,0.017541656
RC_EW_3277,6,18,0.011601546
RC_EW_4265,13,24,0.025347924
RC_EW_3279,5,20,0.00966812
RC_EW_4267,15,19,0.029264607
RC_EW_4268,3,18,0.005872818
RC_EW_3281,4,11,0.007733159
RC_EW_3282,5,20,0.009668704
RC_EW_4270,10,60,0.019530054
RC_EW_5255,4,14,0.007768408
RC_EW_4272,9,23,0.017567822
RC_EW_3286,2,22,0.003872659
RC_EW_3287,2,16,0.003872475
RC_EW_3288,2,26,0.003872345
RC_EW_4276,10,41,0.019500089
RC_EW_5260,6,18,0.011624511
RC_EW_3290,9,15,0.017385784
RC_EW_3291,14,32,0.027033462
RC_EW_3292,15,50,0.028981579
RC_EW_3293,10,63,0.01932046
RC_EW_4281,3,34,0.005854216
RC_EW_4282,3,15,0.005859933
RC_EW_5267,13,46,0.025178569
RC_EW_5268,4,17,0.007761377
RC_EW_4285,14,47,0.027290042
RC_EW_3299,3,25,0.005809594
RC_EW_890,11,54,0.021031316
RC_EW_5271,18,10,0.034840347
RC_EW_3300,4,19,0.007773759
RC_EW_429,84,25,0.160639857
RC_EW_5274,5,18,0.009685246
RC_EW_5275,5,10,0.009701039
RC_EW_3304,6,36,0.011638603
RC_EW_4293,41,0,0.079811553
RC_EW_898,4,24,0.007660672
RC_EW_3307,4,15,0.007768812
RC_EW_3308,5,20,0.009696155
RC_EW_3309,13,58,0.025213847
RC_EW_5281,6,0,0.01161603
RC_EW_3310,5,36,0.009719113
RC_EW_3311,16,116,0.031056175
RC_EW_3312,6,18,0.011664051
RC_EW_3643,4,15,0.00805048
RC_EW_905,11,23,0.020962316
RC_EW_3315,5,22,0.009700991
RC_EW_4303,8,19,0.015583037
RC_EW_4304,36,51,0.070048017
RC_EW_3318,39,20,0.07534688
RC_EW_5290,5,23,0.009691588
RC_EW_332,6,7,0.011505771
RC_EW_5292,7,31,0.01356351
RC_EW_3321,13,69,0.025189716
RC_EW_431,5,15,0.009595528
RC_EW_5295,20,62,0.038748569
RC_EW_3324,4,17,0.007768444
RC_EW_3325,22,122,0.042610695
RC_EW_3326,6,25,0.011649829
RC_EW_4314,12,53,0.023420815
RC_EW_4315,17,40,0.033139003
RC_EW_530,7,23,0.013490479
RC_EW_333,7,47,0.013421372
RC_EW_3330,7,21,0.013566411
RC_EW_3331,12,52,0.02326616
RC_EW_432,5,10,0.009591665
RC_EW_4320,18,35,0.03508296
RC_EW_5305,20,25,0.038713247
RC_EW_3335,10,37,0.019376166
RC_EW_3336,7,18,0.0135472
RC_EW_4324,10,15,0.019470842
RC_EW_3338,6,24,0.011624392
RC_EW_3339,5,13,0.009683737
RC_EW_334,8,33,0.01533996
RC_EW_4328,23,69,0.044790741
RC_EW_4329,13,21,0.025356635
RC_EW_3342,14,31,0.027096261
RC_EW_4330,5,13,0.009758727
RC_EW_4331,28,49,0.054536235
RC_EW_3345,3,19,0.005956569
RC_EW_3346,17,151,0.033960002
RC_EW_3677,10,26,0.01998181
RC_EW_3348,13,64,0.025715895
RC_EW_3349,8,17,0.015849125
RC_EW_4337,3,11,0.00585941
RC_EW_3350,11,44,0.021798597
RC_EW_3351,56,122,0.110863283
RC_EW_434,15,73,0.028707662
RC_EW_4340,3,25,0.005870121
RC_EW_3354,8,58,0.015855623
RC_EW_3355,13,32,0.025719916
RC_EW_4343,12,27,0.023397565
RC_EW_3357,3,12,0.005959303
RC_EW_4345,13,88,0.025414175
RC_EW_4346,19,59,0.037063764
RC_EW_336,20,44,0.038339148
RC_EW_4348,54,92,0.105256022
RC_EW_3361,3,7,0.005928024
RC_EW_953,2,13,0.003814303
RC_EW_3363,8,31,0.015774309
RC_EW_3364,8,40,0.015766345
RC_EW_3365,23,13,0.045255376
RC_EW_4353,14,50,0.027309674
RC_EW_4354,16,54,0.031212193
RC_EW_5339,5,31,0.009689759
RC_EW_96,3,13,0.005656971
RC_EW_337,14,94,0.026856513
RC_EW_3370,18,116,0.034328045
RC_EW_3371,12,26,0.022768697
RC_EW_436,5,13,0.009591434
RC_EW_3373,44,8,0.084060974
RC_EW_3374,9,13,0.017233743
RC_EW_5346,16,68,0.030911096
RC_EW_4363,4,18,0.007816246
RC_EW_3377,13,51,0.024718071
RC_EW_3378,27,80,0.051650491
RC_EW_3379,7,34,0.013433397
RC_EW_338,9,17,0.017263102
RC_EW_4368,11,57,0.021478476
RC_EW_5352,16,34,0.030932641
RC_EW_437,8,16,0.01533702
RC_EW_3383,10,35,0.019252871
RC_EW_3384,12,42,0.022887018
RC_EW_4372,7,31,0.013668049
RC_EW_4373,15,24,0.029280848
RC_EW_4374,5,33,0.009780578
RC_EW_4375,5,28,0.00978012
