RC_ID,H3_count,Retail_N,Area_km2
RC_EW_1261,5,12,0.009410517
RC_EW_2248,5,22,0.009528093
RC_EW_1263,5,21,0.009446757
RC_EW_1264,7,32,0.013234014
RC_EW_1265,29,66,0.054845426
RC_EW_1266,13,79,0.024460368
RC_EW_1267,10,47,0.018801958
RC_EW_3239,5,19,0.009670468
RC_EW_1269,23,26,0.043346773
RC_EW_127,27,11,0.050688491
RC_EW_1270,6,23,0.01119584
RC_EW_1271,4,10,0.007480062
RC_EW_2258,7,23,0.013321044
RC_EW_1273,4,14,0.007476034
RC_EW_226,4,15,0.007504383
RC_EW_1275,11,60,0.02055985
RC_EW_1276,7,36,0.013081268
RC_EW_1277,3,29,0.005622275
RC_EW_1278,4,16,0.007490185
RC_EW_325,9,15,0.01722176
RC_EW_128,3,25,0.005656682
RC_EW_1280,13,40,0.024279321
RC_EW_1281,3,10,0.00561965
RC_EW_1282,4,15,0.007493622
RC_EW_1283,6,34,0.011231992
RC_EW_1284,8,41,0.014975329
RC_EW_1285,6,42,0.011234993
RC_EW_1286,9,46,0.01685194
RC_EW_1287,8,63,0.014976543
RC_EW_1288,4,29,0.007481946
RC_EW_1289,7,11,0.013083462
RC_EW_129,4,17,0.007541775
RC_EW_2276,2,19,0.003842004
RC_EW_1291,6,33,0.011251484
RC_EW_1292,14,78,0.026183175
RC_EW_2279,3,17,0.005760317
RC_EW_1294,6,13,0.011218601
RC_EW_1295,5,24,0.009356226
RC_EW_1296,6,34,0.011234207
RC_EW_1297,15,115,0.028058367
RC_EW_1298,6,32,0.011247758
RC_EW_1299,6,39,0.011252905
RC_EW_13,10,28,0.021269429
RC_EW_130,6,16,0.011301518
RC_EW_1300,86,19,0.160531085
RC_EW_1301,10,45,0.018744707
RC_EW_1302,4,18,0.007493365
RC_EW_1303,17,88,0.031876
RC_EW_2290,8,41,0.015377787
RC_EW_1305,2,19,0.003851568
RC_EW_2292,4,42,0.007684904
RC_EW_1307,5,12,0.009589692
RC_EW_1308,7,32,0.013438914
RC_EW_2295,57,7,0.109173388
RC_EW_131,4,16,0.00753998
RC_EW_1310,2,24,0.003861335
RC_EW_2298,61,66,0.11640512
RC_EW_2299,12,23,0.022939177
RC_EW_1313,87,14,0.16665786
RC_EW_1314,236,19,0.451853254
RC_EW_1315,7,49,0.013488658
RC_EW_1316,22,38,0.042224259
RC_EW_2302,17,93,0.032606277
RC_EW_2303,13,22,0.024907716
RC_EW_1319,9,40,0.01722749
RC_EW_132,5,29,0.009423375
RC_EW_1320,106,12,0.202068639
RC_EW_1321,20,49,0.038240639
RC_EW_1322,2,0,0.003836898
RC_EW_2309,11,25,0.02106448
RC_EW_3296,13,24,0.025091398
RC_EW_2310,13,24,0.024903691
RC_EW_1326,7,27,0.01333295
RC_EW_1327,7,21,0.013320187
RC_EW_2313,50,58,0.095960732
RC_EW_330,33,53,0.063147054
RC_EW_133,4,16,0.007534282
RC_EW_1330,3,150,0.005723141
RC_EW_1331,2,15,0.003817315
RC_EW_2318,12,42,0.023084057
RC_EW_1333,5,15,0.009529987
RC_EW_1334,26,64,0.0494573
RC_EW_2320,10,0,0.019160209
RC_EW_1336,5,23,0.009539185
RC_EW_1337,7,20,0.013321434
RC_EW_1338,4,14,0.007652255
RC_EW_2324,21,75,0.040466762
RC_EW_134,6,31,0.011300462
RC_EW_1340,2,16,0.003821168
RC_EW_1341,24,88,0.04568431
RC_EW_1342,18,89,0.034339543
RC_EW_4301,54,109,0.1049805
RC_EW_1344,15,23,0.028619976
RC_EW_1345,6,21,0.011447223
RC_EW_2331,2,14,0.0038675
RC_EW_1347,7,17,0.013629663
RC_EW_2333,4,9,0.007709919
RC_EW_1349,2,8,0.003901014
RC_EW_135,4,25,0.007533219
RC_EW_1350,6,12,0.01167412
RC_EW_1351,5,18,0.009731354
RC_EW_1352,7,43,0.013636798
RC_EW_1353,3,17,0.005850784
RC_EW_1354,4,15,0.007792021
RC_EW_1355,4,26,0.007797698
RC_EW_1356,7,26,0.013631751
RC_EW_1357,2,9,0.003900839
RC_EW_2343,13,22,0.024986901
RC_EW_1359,4,20,0.007790997
RC_EW_136,5,29,0.009416626
RC_EW_1360,2,18,0.003900598
RC_EW_1361,10,58,0.019472297
RC_EW_1362,4,18,0.007805057
RC_EW_2349,4,17,0.007713566
RC_EW_1364,17,28,0.033021983
RC_EW_1365,72,23,0.139504349
RC_EW_1366,7,30,0.0136191
RC_EW_1367,10,36,0.019463815
RC_EW_1368,18,49,0.035107544
RC_EW_1369,8,40,0.015634842
RC_EW_137,3,20,0.005651679
RC_EW_2356,3,17,0.005796656
RC_EW_1371,14,17,0.027294053
RC_EW_2358,32,42,0.061610951
RC_EW_1373,4,13,0.007815805
RC_EW_1374,41,19,0.079807549
RC_EW_1375,24,34,0.046784194
RC_EW_1376,7,32,0.013672339
RC_EW_1377,12,64,0.023458114
RC_EW_1378,4,35,0.007831735
RC_EW_2364,13,23,0.025020322
RC_EW_138,3,19,0.005656087
RC_EW_1380,10,17,0.01952406
RC_EW_1381,3,15,0.005874782
RC_EW_1382,3,17,0.005874715
RC_EW_1383,4,23,0.00783037
RC_EW_1384,14,72,0.027380214
RC_EW_2370,12,27,0.023067979
RC_EW_1386,7,26,0.013689624
RC_EW_1387,6,17,0.011723192
RC_EW_2373,5,33,0.009632543
RC_EW_1389,8,58,0.015622771
RC_EW_139,5,35,0.00942315
RC_EW_1390,5,21,0.009759505
RC_EW_2377,7,9,0.013498478
RC_EW_1392,8,30,0.015529608
RC_EW_1393,8,27,0.015544636
RC_EW_1394,9,33,0.017513199
RC_EW_1395,2,17,0.003885432
RC_EW_2381,4,27,0.007715914
RC_EW_3368,10,37,0.019145705
RC_EW_1398,7,28,0.013572953
RC_EW_1399,8,33,0.015578025
RC_EW_14,6,37,0.012430768
RC_EW_140,43,4,0.080674193
RC_EW_1400,9,19,0.01752566
RC_EW_1401,7,12,0.013626231
RC_EW_1402,22,24,0.042789073
RC_EW_1403,12,31,0.02336802
RC_EW_2390,3,15,0.005791358
RC_EW_1405,42,16,0.08148587
RC_EW_1406,13,0,0.025239286
RC_EW_1407,4,23,0.007789493
RC_EW_1408,14,62,0.027416118
RC_EW_1409,79,21,0.154339286
RC_EW_2396,33,92,0.063354213
RC_EW_1410,4,36,0.007845688
RC_EW_1411,3,24,0.005885122
RC_EW_1412,17,83,0.033328987
RC_EW_1413,4,23,0.007829486
RC_EW_240,29,17,0.05460619
RC_EW_1415,3,21,0.005905582
RC_EW_2401,5,27,0.009665578
RC_EW_1417,10,36,0.019650536
RC_EW_1418,6,38,0.011786992
RC_EW_1419,2,21,0.003935067
RC_EW_142,5,10,0.009413221
RC_EW_1420,5,12,0.009823301
RC_EW_1421,34,49,0.066571286
RC_EW_3394,8,35,0.015418255
RC_EW_1423,5,18,0.009816538
RC_EW_1424,14,68,0.027444374
RC_EW_1425,4,14,0.007862029
RC_EW_1426,3,21,0.005879431
RC_EW_1427,9,54,0.017584124
RC_EW_1428,3,27,0.005878095
RC_EW_1429,3,16,0.005881291
RC_EW_143,2,21,0.003774322
RC_EW_2416,2,15,0.003871982
RC_EW_3402,8,11,0.015429248
RC_EW_1432,4,9,0.007818748
RC_EW_1433,2,18,0.003919371
RC_EW_1434,24,20,0.046691855
RC_EW_1435,8,34,0.015660361
RC_EW_2421,21,30,0.04052026
RC_EW_1437,5,15,0.009806384
RC_EW_1438,6,25,0.011778673
RC_EW_1439,38,79,0.074365893
RC_EW_144,7,18,0.013203981
RC_EW_1440,9,23,0.017618645
RC_EW_1441,8,20,0.015660573
RC_EW_1442,20,5,0.039018691
RC_EW_1443,4,20,0.007834392
RC_EW_1444,6,24,0.011733266
RC_EW_1445,20,68,0.039079097
RC_EW_2431,8,64,0.015483704
RC_EW_2432,7,18,0.013526294
RC_EW_1448,87,22,0.169791147
RC_EW_1449,4,15,0.007827704
RC_EW_145,2,23,0.003780575
RC_EW_1450,12,67,0.023460331
RC_EW_3422,11,18,0.020967308
RC_EW_1452,7,21,0.013702789
RC_EW_1453,2,29,0.003922291
RC_EW_1454,7,30,0.01369759
RC_EW_1455,4,23,0.007835597
RC_EW_1456,5,71,0.009785338
RC_EW_1457,5,12,0.009782527
RC_EW_1458,4,15,0.007825391
RC_EW_2444,4,23,0.007737291
RC_EW_146,8,51,0.015106957
RC_EW_1460,7,15,0.013685646
RC_EW_1461,11,40,0.0214852
RC_EW_1462,7,37,0.013701176
RC_EW_2449,17,53,0.032822583
RC_EW_1464,4,14,0.007834291
RC_EW_1465,16,25,0.031371751
RC_EW_1466,4,20,0.007867561
RC_EW_2452,54,124,0.104175819
RC_EW_1468,3,13,0.005907011
RC_EW_1469,35,124,0.068610454
RC_EW_147,32,23,0.060038214
RC_EW_1470,4,21,0.007872703
RC_EW_1471,6,25,0.011771292
RC_EW_1472,17,72,0.033360019
RC_EW_1473,5,21,0.009807786
RC_EW_1474,5,20,0.009820011
RC_EW_2460,8,15,0.015451664
RC_EW_2461,11,30,0.021247356
RC_EW_1477,2,15,0.003932534
RC_EW_1478,7,40,0.013736431
RC_EW_1479,21,75,0.041111424
RC_EW_148,4,9,0.007519364
RC_EW_1480,13,34,0.025458284
RC_EW_1481,20,55,0.039128657
RC_EW_1482,4,17,0.007844876
RC_EW_1483,5,17,0.009830811
RC_EW_1484,14,18,0.026972576
RC_EW_1485,5,38,0.009669744
RC_EW_1486,29,19,0.055783905
RC_EW_2472,89,24,0.171482246
RC_EW_1488,12,17,0.023103974
RC_EW_1489,4,21,0.007730169
RC_EW_149,3,16,0.005650474
RC_EW_2476,57,54,0.109878499
RC_EW_1491,5,13,0.009654378
RC_EW_4450,5,30,0.009777433
RC_EW_1493,28,88,0.053982927
RC_EW_5436,9,52,0.017491189
RC_EW_1495,5,24,0.009652718
RC_EW_3469,16,95,0.031706721
RC_EW_1497,6,27,0.011615653
RC_EW_1498,4,14,0.007742249
RC_EW_1499,3,15,0.00582145
RC_EW_15,3,35,0.006220293
RC_EW_150,6,20,0.011291531
RC_EW_1500,9,20,0.017417529
RC_EW_1501,19,53,0.036779346
RC_EW_1502,9,0,0.017416924
RC_EW_1503,3,22,0.005823372
RC_EW_1504,6,32,0.011630222
RC_EW_1505,3,12,0.005820469
RC_EW_2492,14,33,0.027073245
RC_EW_1507,9,19,0.017404035
RC_EW_1508,9,18,0.01742346
RC_EW_1509,19,27,0.036731762
RC_EW_151,5,15,0.009404584
RC_EW_1510,7,36,0.013569614
RC_EW_3485,11,26,0.021920436
RC_EW_1512,39,17,0.074958528
RC_EW_1513,2,11,0.003860487
RC_EW_1514,5,14,0.009639427
RC_EW_1515,7,47,0.013467508
RC_EW_1516,5,16,0.009627284
RC_EW_1517,7,24,0.013474439
RC_EW_1518,4,28,0.007709634
RC_EW_1519,89,10,0.170673113
RC_EW_152,7,20,0.013156426
RC_EW_1520,6,23,0.011560642
RC_EW_2507,7,19,0.013533709
RC_EW_1522,6,15,0.01156996
RC_EW_1523,5,29,0.009627849
RC_EW_1524,22,24,0.042229124
RC_EW_1525,21,24,0.040368687
RC_EW_1526,29,104,0.055675216
RC_EW_1527,9,28,0.017304274
RC_EW_2513,24,12,0.04619895
RC_EW_2514,11,34,0.021200107
RC_EW_153,7,16,0.013152688
RC_EW_2516,28,57,0.053969365
RC_EW_1531,4,13,0.007712846
RC_EW_2518,5,18,0.009662636
RC_EW_1533,5,18,0.009631071
RC_EW_1534,4,28,0.007702727
RC_EW_1535,18,49,0.034637216
RC_EW_1536,14,56,0.026974837
RC_EW_1537,14,35,0.027042957
RC_EW_1538,7,15,0.013494962
RC_EW_1539,5,9,0.009646972
RC_EW_154,6,51,0.011283763
RC_EW_1540,8,45,0.015435138
RC_EW_1541,5,30,0.009648556
RC_EW_2528,7,33,0.01351432
RC_EW_1543,4,8,0.00774647
RC_EW_1544,4,18,0.007762673
RC_EW_2530,8,31,0.015452459
RC_EW_1546,8,48,0.015504457
RC_EW_1547,6,21,0.011626772
RC_EW_1548,3,22,0.005822129
RC_EW_1549,4,21,0.007753851
RC_EW_155,4,14,0.007525943
RC_EW_1550,3,15,0.005821179
RC_EW_1551,12,45,0.023235712
RC_EW_1552,37,36,0.071571144
RC_EW_2539,7,52,0.013533368
RC_EW_1554,6,14,0.011642781
RC_EW_1555,30,50,0.058089976
RC_EW_1556,5,16,0.009713877
RC_EW_1557,24,51,0.046458304
RC_EW_1558,58,2,0.112123708
RC_EW_1559,5,17,0.009655256
RC_EW_4518,8,15,0.015589336
RC_EW_1560,8,58,0.0154354
RC_EW_2547,49,63,0.094449862
RC_EW_1562,4,15,0.007756228
RC_EW_3536,6,11,0.012002294
RC_EW_1564,3,2,0.005803481
RC_EW_1565,2,19,0.003876075
RC_EW_2551,4,23,0.007730423
RC_EW_1567,5,21,0.009724024
RC_EW_1568,4,13,0.007772132
RC_EW_1569,3,16,0.005834442
RC_EW_157,14,88,0.026497382
RC_EW_2556,4,15,0.007729829
RC_EW_1571,7,12,0.013582273
RC_EW_1572,2,10,0.003892777
RC_EW_1573,38,69,0.073658318
RC_EW_256,2,25,0.003735828
RC_EW_1575,19,11,0.036832565
RC_EW_1576,11,23,0.021337574
RC_EW_1577,13,26,0.025235564
RC_EW_2563,10,29,0.019346326
RC_EW_1579,11,61,0.021394529
RC_EW_158,8,22,0.015161816
RC_EW_1580,11,27,0.021363915
RC_EW_3554,14,101,0.028015459
RC_EW_1582,12,27,0.02330668
RC_EW_3556,4,26,0.008017433
RC_EW_1584,13,68,0.025249201
RC_EW_1585,18,40,0.034950793
RC_EW_1586,3,17,0.005842265
RC_EW_1587,12,0,0.023301387
RC_EW_1588,13,12,0.025266767
RC_EW_1589,26,52,0.050360266
RC_EW_159,3,15,0.005659707
RC_EW_1590,15,7,0.029080705
RC_EW_1591,40,78,0.077529628
RC_EW_1592,2,16,0.003891226
RC_EW_2579,3,12,0.00581338
RC_EW_1594,3,10,0.005832578
RC_EW_1595,23,28,0.044561302
RC_EW_1596,10,55,0.019384468
RC_EW_1597,9,15,0.017431668
RC_EW_1598,5,22,0.009705671
RC_EW_1599,10,44,0.019396694
RC_EW_2585,5,21,0.009651913
RC_EW_160,4,18,0.00754163
RC_EW_1600,3,10,0.005822048
RC_EW_1601,4,25,0.007769608
RC_EW_1602,6,35,0.01165179
RC_EW_1603,4,8,0.007767993
RC_EW_1604,7,29,0.013580442
RC_EW_1605,9,24,0.017446476
RC_EW_1606,15,13,0.029062447
RC_EW_1607,24,100,0.046459582
RC_EW_1608,2,18,0.003889031
RC_EW_1609,8,24,0.015510583
RC_EW_2596,9,20,0.017350911
RC_EW_1610,7,15,0.013578717
RC_EW_1611,3,19,0.005829927
RC_EW_1612,9,17,0.017446992
RC_EW_1613,14,24,0.027127493
RC_EW_1614,2,21,0.003892052
RC_EW_1615,17,39,0.032933901
RC_EW_1616,7,20,0.01358732
RC_EW_1617,12,17,0.023280245
RC_EW_1618,11,27,0.021342425
RC_EW_1619,10,24,0.01942248
RC_EW_162,6,33,0.011305299
RC_EW_2606,71,22,0.135982915
RC_EW_1621,6,16,0.011657439
RC_EW_1622,10,20,0.019398838
RC_EW_1623,63,114,0.122042855
RC_EW_1624,4,28,0.007777653
RC_EW_1625,13,22,0.025227726
RC_EW_1626,9,22,0.017473254
RC_EW_1627,32,57,0.062052873
RC_EW_1628,13,21,0.025226738
RC_EW_1629,10,30,0.019411123
RC_EW_2615,3,18,0.005779498
RC_EW_1630,6,17,0.011653898
RC_EW_1631,11,18,0.021331386
RC_EW_1632,12,24,0.023282347
RC_EW_1633,33,64,0.063934064
RC_EW_1634,38,21,0.073589109
RC_EW_2620,4,19,0.007688348
RC_EW_1636,6,13,0.011642813
RC_EW_2622,3,17,0.005792286
RC_EW_1638,53,15,0.102576254
RC_EW_1639,5,18,0.009712344
RC_EW_164,8,36,0.015063321
RC_EW_1640,11,21,0.021353676
RC_EW_2627,5,16,0.009640784
RC_EW_1642,3,18,0.005833427
RC_EW_1643,10,63,0.019432725
RC_EW_1644,5,36,0.009730796
RC_EW_1645,19,51,0.03681344
RC_EW_1646,4,15,0.0077684
RC_EW_2632,33,48,0.062338845
RC_EW_2633,134,15,0.25274847
RC_EW_1649,15,31,0.02918419
RC_EW_165,17,55,0.031923402
RC_EW_1650,4,17,0.007792525
RC_EW_1651,15,7,0.029226538
RC_EW_2638,20,46,0.037821506
RC_EW_1653,4,19,0.007803121
RC_EW_1654,6,15,0.011717087
RC_EW_1655,15,32,0.029230825
RC_EW_1656,21,62,0.040899827
RC_EW_1657,4,18,0.007794134
RC_EW_2643,73,14,0.13748774
RC_EW_1659,4,19,0.007793513
RC_EW_166,8,25,0.015062553
RC_EW_1660,7,17,0.013619683
RC_EW_1661,10,20,0.019442893
RC_EW_1662,28,99,0.054371269
RC_EW_1663,5,15,0.00973765
RC_EW_1664,8,42,0.015578906
RC_EW_1665,5,28,0.009740033
RC_EW_1666,3,16,0.005845676
RC_EW_1667,17,26,0.033032616
RC_EW_1668,7,32,0.013625708
RC_EW_1669,4,16,0.007797079
RC_EW_2655,13,22,0.024655028
RC_EW_1670,6,10,0.011679794
RC_EW_1671,15,23,0.029131442
RC_EW_1672,7,18,0.013618414
RC_EW_1673,26,69,0.050515745
RC_EW_1674,22,21,0.042782194
RC_EW_1675,46,130,0.089340162
RC_EW_1676,4,27,0.007804308
RC_EW_1677,16,44,0.031082561
RC_EW_3650,11,22,0.02202138
RC_EW_1679,5,29,0.009746169
RC_EW_168,17,68,0.031966428
RC_EW_1680,28,0,0.054418777
RC_EW_1681,12,18,0.023379625
RC_EW_1682,5,14,0.009746284
RC_EW_2669,9,19,0.017053627
RC_EW_1684,3,13,0.005851491
RC_EW_1685,8,16,0.01558955
RC_EW_1686,13,0,0.025300617
RC_EW_1687,11,0,0.02141682
RC_EW_1688,17,23,0.033044726
RC_EW_1689,4,17,0.007787132
RC_EW_169,7,18,0.013195385
RC_EW_1690,5,28,0.009742083
RC_EW_1691,5,15,0.00973549
RC_EW_1692,4,18,0.00778565
RC_EW_2679,9,14,0.017202214
RC_EW_1694,5,11,0.009736953
RC_EW_1695,5,20,0.009737394
RC_EW_1696,5,31,0.009737853
RC_EW_1697,15,82,0.029178051
RC_EW_1698,3,10,0.00584413
RC_EW_2684,6,10,0.011483025
RC_EW_17,3,11,0.006233456
RC_EW_170,5,12,0.009408714
RC_EW_1700,8,29,0.015489775
RC_EW_1701,15,36,0.029023331
RC_EW_1702,10,21,0.019355203
RC_EW_1703,8,29,0.015480051
RC_EW_1704,6,25,0.011624058
RC_EW_1705,26,68,0.050273324
RC_EW_1706,15,33,0.029011202
RC_EW_1707,7,31,0.013565806
RC_EW_1708,5,24,0.009688933
RC_EW_1709,7,15,0.013554347
RC_EW_2696,8,15,0.01528648
RC_EW_2697,7,20,0.01339827
RC_EW_1711,6,20,0.011621675
RC_EW_1712,10,29,0.019354646
RC_EW_1713,44,6,0.084982775
RC_EW_270,6,18,0.011184869
RC_EW_1715,23,43,0.044503806
RC_EW_1716,12,28,0.023227819
RC_EW_1717,7,15,0.013557594
RC_EW_1718,5,11,0.009694312
RC_EW_1719,6,13,0.011624376
RC_EW_172,6,30,0.011341768
RC_EW_1720,11,68,0.02133388
RC_EW_1721,9,44,0.017438308
RC_EW_1722,7,34,0.013569946
RC_EW_1723,7,46,0.013584786
RC_EW_271,8,46,0.01529428
RC_EW_1725,15,18,0.029013178
RC_EW_1726,25,74,0.048304741
RC_EW_1727,34,24,0.065698013
RC_EW_1728,6,30,0.011629142
RC_EW_1729,22,74,0.042529652
RC_EW_173,5,18,0.009347839
RC_EW_2716,41,16,0.079785789
RC_EW_2717,9,33,0.017553545
RC_EW_1732,10,27,0.019340082
RC_EW_1733,8,35,0.015498208
RC_EW_272,16,16,0.030529781
RC_EW_1735,7,27,0.013561456
RC_EW_1736,4,35,0.007757809
RC_EW_1737,24,41,0.046400929
RC_EW_1738,10,14,0.019350221
RC_EW_1739,13,50,0.025143643
RC_EW_2725,5,51,0.009760431
RC_EW_2726,9,44,0.017566587
RC_EW_1741,11,48,0.021287298
RC_EW_2728,4,40,0.007808651
RC_EW_1743,5,23,0.009697036
RC_EW_273,18,19,0.034394229
RC_EW_1745,22,68,0.042542419
RC_EW_1746,4,11,0.007755898
RC_EW_1747,5,16,0.009690639
RC_EW_1748,7,28,0.013586213
RC_EW_1749,3,19,0.005827123
RC_EW_175,9,49,0.016870294
RC_EW_1750,8,35,0.015502706
RC_EW_1751,4,12,0.007765907
RC_EW_1752,9,29,0.017426347
RC_EW_3726,9,28,0.017794016
RC_EW_1754,10,17,0.019375942
RC_EW_2740,5,26,0.009762159
RC_EW_1756,5,25,0.00970672
RC_EW_1757,9,25,0.017432187
RC_EW_1758,3,23,0.005825925
RC_EW_1759,17,73,0.032864287
RC_EW_176,7,37,0.013118797
RC_EW_3733,11,4,0.021586735
RC_EW_1761,7,32,0.013576635
RC_EW_1762,3,16,0.005823447
RC_EW_1763,22,65,0.042600651
RC_EW_1764,15,21,0.02905979
RC_EW_2750,5,15,0.009761492
RC_EW_1766,4,19,0.007766952
RC_EW_1767,9,11,0.017443889
RC_EW_1768,17,32,0.032940755
RC_EW_1769,4,11,0.007763333
RC_EW_177,11,32,0.020557516
RC_EW_1770,6,21,0.011646161
RC_EW_2757,4,16,0.007809057
RC_EW_1772,11,44,0.021314998
RC_EW_1773,9,25,0.01743966
RC_EW_1774,3,12,0.00582033
RC_EW_1775,10,28,0.019365041
RC_EW_1776,9,13,0.017435126
RC_EW_1777,6,18,0.011636498
RC_EW_1778,5,14,0.009695968
RC_EW_1779,6,30,0.011637776
RC_EW_178,19,47,0.035455745
RC_EW_1780,9,31,0.017432743
RC_EW_2767,7,24,0.013675876
RC_EW_1782,28,20,0.054172968
RC_EW_1783,8,30,0.015522214
RC_EW_1784,5,20,0.009698891
RC_EW_1785,5,16,0.009689739
RC_EW_2771,2,16,0.003913547
RC_EW_2772,4,29,0.007817882
RC_EW_1788,12,31,0.023265635
RC_EW_2774,5,33,0.009766184
RC_EW_179,23,24,0.042926656
RC_EW_1790,9,13,0.017435199
RC_EW_1791,19,8,0.036813073
RC_EW_1792,28,48,0.054240249
RC_EW_1793,26,24,0.050335121
RC_EW_1794,17,33,0.032943521
RC_EW_1795,8,40,0.015512046
RC_EW_2781,8,17,0.015608498
RC_EW_1797,6,16,0.011633866
RC_EW_1798,22,14,0.042595031
RC_EW_1799,8,18,0.015500175
RC_EW_2785,4,18,0.007805289
RC_EW_180,27,84,0.050447991
RC_EW_1800,23,26,0.044479744
RC_EW_1801,7,29,0.013567617
RC_EW_1802,54,101,0.104452627
RC_EW_1803,9,25,0.017453425
RC_EW_2790,4,17,0.007808216
RC_EW_1805,2,7,0.003885996
RC_EW_2792,4,15,0.007807062
RC_EW_2793,18,92,0.035107788
RC_EW_1808,11,29,0.021305182
RC_EW_1809,15,27,0.029045525
RC_EW_181,9,2,0.016853351
RC_EW_2797,2,16,0.003903178
RC_EW_1811,5,15,0.009693641
RC_EW_1812,3,12,0.005819898
RC_EW_1813,8,21,0.015501025
RC_EW_1814,11,54,0.021327086
RC_EW_1815,30,40,0.058044266
RC_EW_1816,2,18,0.003885233
RC_EW_1817,19,30,0.03676657
RC_EW_1818,7,18,0.013570706
RC_EW_2804,9,24,0.017535729
RC_EW_182,25,28,0.046748584
RC_EW_1820,22,89,0.042582301
RC_EW_2807,41,13,0.079662894
RC_EW_1822,3,15,0.005827076
RC_EW_1823,7,12,0.013573035
RC_EW_4783,9,23,0.017432466
RC_EW_1825,8,43,0.015499821
RC_EW_1826,5,16,0.009708386
RC_EW_1828,12,31,0.023234766
RC_EW_1829,6,26,0.011624406
RC_EW_2814,6,18,0.011709194
RC_EW_2815,8,53,0.015615052
RC_EW_1831,11,43,0.021289632
RC_EW_1832,9,23,0.01745793
RC_EW_1833,12,21,0.023238707
RC_EW_2819,8,56,0.015612319
RC_EW_282,2,12,0.003835167
RC_EW_1836,12,47,0.023259668
RC_EW_2821,4,24,0.007810289
RC_EW_1838,5,25,0.009702427
RC_EW_1839,4,13,0.007758681
RC_EW_3811,5,6,0.009978961
RC_EW_1840,13,13,0.025175226
RC_EW_1841,3,29,0.005830957
RC_EW_1842,31,29,0.060024652
RC_EW_1843,4,17,0.007763028
RC_EW_1844,5,27,0.009716961
RC_EW_2830,6,24,0.011711195
RC_EW_2831,8,47,0.015613631
RC_EW_1847,7,20,0.013576528
RC_EW_1848,8,51,0.015523966
RC_EW_1849,25,71,0.048401802
RC_EW_185,16,56,0.029971407
RC_EW_1850,38,91,0.07358968
RC_EW_1851,4,15,0.007767744
RC_EW_1852,3,15,0.005830696
RC_EW_1853,11,20,0.021301909
RC_EW_1854,4,19,0.007761851
RC_EW_1855,4,13,0.007756611
RC_EW_1856,9,26,0.017437189
RC_EW_1857,24,70,0.046439864
RC_EW_1858,9,47,0.017473964
RC_EW_2844,14,20,0.027203232
RC_EW_186,18,35,0.03370746
RC_EW_1860,21,52,0.04068009
RC_EW_1861,15,21,0.029063392
RC_EW_1862,9,10,0.017426498
RC_EW_1863,18,44,0.03485686
RC_EW_1864,9,125,0.017428403
RC_EW_2850,18,48,0.03494707
RC_EW_2851,8,17,0.015533107
RC_EW_1867,6,17,0.0116077
RC_EW_1868,7,30,0.013556929
RC_EW_1869,2,19,0.003878595
RC_EW_187,5,12,0.00937976
RC_EW_1870,2,18,0.003879124
RC_EW_1871,9,29,0.017392868
RC_EW_2858,5,8,0.009716527
RC_EW_2859,10,30,0.019423152
RC_EW_1874,4,4,0.007747779
RC_EW_1875,4,14,0.007747983
RC_EW_2861,3,20,0.005848945
RC_EW_1877,4,18,0.007752963
RC_EW_1878,44,41,0.084906187
RC_EW_1879,3,11,0.005810756
RC_EW_2865,4,22,0.007798952
RC_EW_1880,3,15,0.005816573
RC_EW_2867,5,15,0.009753257
RC_EW_1882,29,51,0.05606113
RC_EW_1883,4,14,0.007748118
RC_EW_1884,36,76,0.069527887
RC_EW_2870,4,19,0.007802672
RC_EW_1886,4,19,0.007748746
RC_EW_1887,4,20,0.007737941
RC_EW_1888,9,49,0.01739991
RC_EW_1889,3,0,0.00580599
RC_EW_189,27,39,0.050547981
RC_EW_2876,2,120,0.003891858
RC_EW_1891,23,24,0.044413321
RC_EW_1892,10,30,0.019359758
RC_EW_1893,6,19,0.011602441
RC_EW_1894,4,10,0.007740828
RC_EW_1895,9,19,0.017411073
RC_EW_1896,14,38,0.027076798
RC_EW_2882,4,19,0.007832654
RC_EW_1898,6,16,0.011616473
RC_EW_1899,5,45,0.009691756
RC_EW_19,5,14,0.010376526
RC_EW_190,2,16,0.003759087
RC_EW_1900,3,19,0.005817157
RC_EW_1901,5,23,0.009681122
RC_EW_1902,9,22,0.017397549
RC_EW_1903,3,15,0.00581929
RC_EW_1904,7,31,0.013568415
RC_EW_1905,7,28,0.013547073
RC_EW_1906,3,21,0.005812667
RC_EW_1907,5,18,0.009677777
RC_EW_1908,5,22,0.009695531
RC_EW_1909,3,25,0.00581861
RC_EW_191,3,7,0.005631384
RC_EW_1910,13,23,0.025135624
RC_EW_1911,5,29,0.009695604
RC_EW_1912,8,49,0.015481014
RC_EW_1913,13,33,0.025136319
RC_EW_1914,6,18,0.011607773
RC_EW_1915,3,18,0.005808551
RC_EW_1916,6,22,0.01160683
RC_EW_1917,14,46,0.027077982
RC_EW_1918,5,15,0.009670535
RC_EW_1919,8,22,0.015459669
RC_EW_192,9,29,0.016883859
RC_EW_1920,9,20,0.017397545
RC_EW_2908,9,49,0.017580186
RC_EW_3895,5,31,0.010003029
RC_EW_291,4,12,0.007639489
RC_EW_1924,8,20,0.015505586
RC_EW_1925,6,23,0.011629239
RC_EW_1926,34,21,0.065723193
RC_EW_2913,55,19,0.107377656
